propid,createdate,propfor,proptitle,propdesc,projid,blkid,price,userid,propcat,proptype,propsize,sizeunit,category,opensite,frontface,backface,floor,housetype,furnished,bedrooms,videopath,transfer,urlid,entered_by,referred_by,recstatus,recdate,actstatus,pricetype,roadid,salestatus,adtype,catid,temp_loc,temp_road,temp_area,consage,conscond,reasondesc,showprice,social
2735,2025-03-19 15:51:11,Sale,120 Sq Yards Plot For Sale ,"120 Sq Yards Plot For Sale 
Park Facing 
West Open Transfer Plot 
Well Maintained Society Nearby Jamali Pull Back Mandi House Super Highway Karachi 
Further Details Contact Us ",20,144,10000000,35,Residential,Plot,120,Sqy,General,West Open,Park,Plots,None,None,N,1,,,120-sqy-plot-for-sale-rok-cooperative-housing-society-scheme-33-karachi-35-2735,35,a,U,2025-03-21 07:23:55,Y,Total Price,1746,N,W,8,Rok Cooperative Housing Society Sector 6-A Scheme 33 Karachi,24,13,New,Normal,N,Y,Y
2736,2025-04-08 07:14:39,Sale,125 yard Plot for Sale in Shangrila City,"Urgent Sale: Plot for Sale in Shangrila City

I have a 125-yard plot available for sale in Shangrila City due to an emergency situation. If you're interested or need more details, please feel free to call me. Serious inquiries only, please.

Thank you",463,921,1200000,1644,Residential,Plot,125,Sqy,General,West Open,Plots,Plots,None,None,N,1,,,125-sqy-plot-for-sale-shangrila-city-scheme-45-karachi-1644-2736,1644,a,U,2025-04-08 11:06:44,Y,Total Price,1746,N,W,1,Shangri-La City,24,15,New,Normal,N,Y,Y
2737,2025-04-08 10:20:36,Sale,125 yard Plot for Sale in Shangrila City,"Urgent Sale: Plot for Sale in Shangrila City

I have a 125-yard plot available for sale in Shangrila City due to an emergency situation. If you're interested or need more details, please feel free to call me. Serious inquiries only, please.

Thank you!",463,921,1500000,1644,Residential,Plot,125,Sqy,General,West Open,Plots,Plots,None,None,N,1,,,125-sqy-plot-for-sale-shangrila-city-scheme-45-karachi-1644-2737,1644,a,U,2025-04-09 06:10:49,Y,Total Price,1746,N,N,2,shangrila city scheam 45 ,15,15,New,Normal,N,Y,Y
2738,2025-04-14 10:50:29,Sale,2BHK apartment on booking,"7  towers a project of FAMILY BUILDERS 
on 6years easy installments",1,1,3150000,1645,Residential,Apartment,1158,Sqf,Corner,West Open,Main Road,Wide Road,6th,None,N,2,,,,1645,"",I,2025-04-14 10:50:29,D,Booking Price,53,N,N,1,"federal b area block 21 
plot number La-04 ",40 ft,11,New,Normal,N,Y,Y
2739,2025-04-14 13:48:36,Sale,THE SEVEN TOWERS FB AREA BLOCK 21 ON BOOKING,"Discover Premium Living in the Heart of Karachi!
Presenting a spacious 2-bedroom luxury apartment ideally located at the intersection of Shahrah-E-Pakistan and Rashid Minhas Road, in the highly sought-after Federal B Area. This modern apartment is perfect for families looking for style, comfort, and convenience in a prime urban setting.

Property Features:
Type: 2 BHK Luxury Apartment

Location: Shahrah-E-Pakistan & Rashid Minhas Road, Federal B Area, Karachi

Bedrooms: 2 spacious bedrooms

Bathrooms: 2 modern bathrooms

Living Space: Comfortable lounge and dining area

Kitchen: Fully functional contemporary kitchen

Terrace: Private terrace with a view

Architecture: Modern design with A+ quality construction",157,393,750000,1646,Residential,Apartment,1158,Sqf,Corner,West Open,Main Road,Apartment,6th,None,N,2,,,1158-sqf-apartment-for-sale-fb-area-block-20-federal-b-area-karachi-1646-2739,1646,a,U,2025-04-17 11:05:39,D,Booking Price,1754,N,N,1,FB Area block 21 Main shah rah-e-Pakistan Karachi ,200,4,New,Normal,"",Y,Y
2740,2025-04-15 10:01:02,Sale,2BHK apartment on booking,"7 Towers - Alpha (Type A - 2 Bed Apartment)

Location
La – 04 block 21 FB Area, Gulberg Town karachi Shahrah e Pakistan
Main Rashid Minhas Road, near LuckyOne Mall, Karachi,

 7 Towers - Alpha offers a luxurious living experience. This Type A 2-Bedroom Apartment spans 1158.36 sq. ft. & is priced at PKR 15,000,000

Payment Plan
On Booking  5%...........................PKR 750,000
1st DownPayment 4%..................PKR 600,000
2nd DownPayment 4%................PKR 600,000
3rd DownPayment 4%.................PKR 600,000
4th DownPayment 4%.................PKR 600,000
5th DownPayment 4%.................PKR 600,000 
72 Monthly Installments 65%.....PKR 9,750,000
On Complition 10%......................PKR 1,500,000
Total Price 100%..........................PKR 15,000,000
Monthly Installment 0.9%...........PKR135,000

EXTRA CHARGES
Corner 5% 
Park facing 5% 
Road Facing 5%

Amenities

Ground Floor
Lobby, 2 Banks, Tandoor shop, Ladies & Gents Saloon, Masjid, Emergency clinic, Dairy Shop, Super Market, Community hall, vegetable shop
  
20th Floor
Learning center, Fitness center, Club house, Children Play area,  Day care,  Souna & Spa 

Outdoor
   Garden Area, Jogging track, along with Cricket Ground & Football Court  sitting areas

Rooftop
Rooftop Pool Area, Rooftop BBQ Area, Sitting area

Additional Features
28 Lifts in total, with 4 lifts per tower (3 residential, 1 cargo)
EV Charging Stations for electric vehicle owners

7 Towers - Alpha combines modern design with high-end amenities to provide an ideal living space in Karachi. With a variety of recreational, fitness, and convenience features, this project offers a perfect blend of comfort and luxury, making it an excellent choice for those looking to live in style.",293,1489,3150000,1645,Residential,Apartment,1158,Sqf,Corner,East Open,Wide Road,Compound,7th,None,N,1,,,1158-sqf-apartment-for-sale-fb-area-block-21-federal-b-area-karachi-1645-2740,1645,ok,U,2025-04-19 20:51:44,Y,Booking Price,1754,N,L,16,"La -04 block 21 fb area , gulberg town karachi shahrah-e-pakistan",200,4,New,Normal,"",Y,Y
2741,2025-04-16 11:13:12,Sale,120 sqyd plot in North Town Residency Phase 1,"For More Details 
Contact Now 03112338515",246,609,6200000,1648,Residential,Plot,120,Sqy,Corner,West Open,Plots,Plots,None,None,N,1,,,120-sqy-plot-for-sale-north-town-residency-north-karachi-town-karachi-1648-2741,1648,a,U,2025-04-17 11:03:54,Y,Total Price,1746,N,W,16,"North Town Residency Phase 1
",24,5,New,Normal,N,Y,Y
2742,2025-04-21 13:08:39,Sale,THE SEVEN TOWERS APARTMENTS - HARMONY,"Seven Towers is designed to reflect perfection. With its sleek architectural design, artistic lighting, and high-end materials, ALPHA redefines what it means to live in a premium environment.
The 7 Towers offers 2-5 bedroom apartments across 35 floors, world-class amenities on the 20th floor, and breathtaking views, redefine your lifestyle in the heart of the city. The projects offers apartments on easy monthly installment. 

",293,1489,5500000,1645,Residential,Apartment,1684,Sqy,General,East Open,Main Road,Apartment,None,None,N,1,,,1684-sqy-apartment-for-sale-fb-area-block-21-federal-b-area-karachi-1645-2742,1645,ok,U,2025-04-22 06:05:29,Y,Total Price,1748,N,L,1,FEDERAL B AREA BLOCK 21 GULBERG TOWN KARACHI<PAKISTAN.,40,4,New,Normal,N,Y,Y
2743,2025-04-21 15:10:58,Rent,"Shop with (washroom/Gallery) in Phase 1, Main Road, Near Diyar Habib Mosque","Shop with (washroom/Gallery) in Phase 1, Main Road, Near Diyar Habib Mosque

10'44' Size, huge Shop with (washroom/SGallery) in Phase 1, Near Diyar Habib Mosque. Main Road, busy area. 
Inside/Outside Marble Flooring. 
Prime location . Ideal for every type of shop. 
Call to Discuss : 03312970104
WhatsApp Only : 03332463993
Ad valid till : 15-May-2025",534,1014,40000,1649,Commercial,Shop,120,Sqf,General,East Open,Commercial,Homes,None,None,N,1,,,120-sqf-shop-for-rent-gulshan-e-hadeed-bin-qasim-town-karachi-1649-2743,1649,a,U,2025-04-22 06:06:34,Y,Rent,1746,N,W,1,"Gulshan-e-Hadeed, Phase 1, Between Diyar-e-Habib mosque and Madina sweets. ",24,32,New,Normal,N,Y,Y
2744,2025-05-06 06:41:23,Sale,Faisal Town Phase 2 Commercial Plots ,"Faisal Town Phase 2 
Commercial plots for sale 

5, 8, 12 Marla Commercial plots 

booking open now, 4 years easy installments plan. 

Alam Enterprises (Pvt) Ltd
03 111 155 166",643,1242,7840000,209,Commercial,Plot,8,Marla,General,East Open,Plots,Plots,None,None,N,1,,,8-marla-plot-for-sale-faisal-town-fateh-jang-road-islamabad-209-2744,209,a,U,2025-05-09 07:24:34,Y,Booking Price,1748,N,W,5,Faisal Town Boulevard Commercial ,40,114,New,Normal,N,Y,Y
2745,2025-05-06 06:58:07,Sale,ICHS TOWN 5 Marla Balloted Plot for sale ,"ICHS TOWN 
5 Marla Balloted Plot for sale 
ideal location and easy installments plan. ",56,211,100000,209,Residential,Plot,5,Marla,General,East Open,Plots,Plots,None,None,N,1,,,5-marla-plot-for-sale-islamabad-cooperative-housing-society-new-islamabad-airport-islamabad-209-2745,209,a,U,2025-05-09 07:25:44,Y,Booking Price,1746,N,W,1,ichs 5m,25,23,New,Normal,N,Y,Y
2746,2025-05-06 07:26:58,Sale,H13  5 Marla Plot for sale. H-13 Islamabad,"H-13  5 Marla Ready for construction plot for sale 
Beautiful location plot available for sale in Islamabad !
Location : H-13 only place in reasonable rate in Islamabad 
Size 25*50 (5 Marla)
Reasonable demand 
- Highted plot best place for construct own home
- Near sirinagar highway 
- Near NUST university 
- Near NUST metro station 
- Concreted street 
- Solid land 
- 
For more details and visit
.
================================
.
Alam Enterprises (Pvt) Ltd
+923 111 155 166
+923 222 255 266
.
Our Location 
Blue Area Islamabad 
Laiquatabad Karachi.",750,1471,6000000,209,Residential,Plot,5,Marla,General,East Open,Plots,Homes,None,None,N,1,,,5-marla-plot-for-sale-sector-h-13-capital-territory-islamabad-209-2746,209,a,U,2025-05-09 07:26:38,Y,Total Price,1746,N,W,1,H 13,25,87,New,Normal,N,Y,Y
2747,2025-05-06 07:41:59,Sale,Kingdom Valley 5 Marla Plot  for sale ,"Kingdom Valley 5 Marla plot for sale 

",525,995,80000,209,Residential,Plot,5,Marla,General,East Open,Plots,Plots,None,None,N,1,,,5-marla-plot-for-sale-kingdom-valley-islamabad-chakri-road-rawalpindi-209-2747,209,a,U,2025-05-09 07:27:42,Y,Booking Price,1746,N,N,1,Kingdom ,25,34,New,Normal,N,Y,Y
2748,2025-05-06 07:44:58,Sale,Blue World City 5 marla Balloted plot for sale ,"Blue World City 
5 Marla Balloted plot for sale 

cost of land clear. 

alam enterprises 
03 111 155 166",424,992,800000,209,Residential,Plot,5,Marla,General,East Open,Plots,Plots,None,None,N,1,,,5-marla-plot-for-sale-blue-world-city-islamabad-chakri-road-rawalpindi-209-2748,209,a,U,2025-05-09 07:28:45,Y,Booking Price,1746,N,N,1,Blue World City,25,34,New,Normal,N,Y,Y
2749,2025-05-06 08:03:37,Sale,Faisal Town Overseas Enclave 5 Marla Plot for sale ,"Faisal Town Overseas Enclave 
5 Marla Plot for sale 

Faisal Town Overseas Enclave
5, 8, 10 marla and 1 kanal residential plots in Faisal Town Overseas Block on 4.5 year easy installments.
Chaudhry Abdul Majeed is a well-known developer of Pakistan.
The location of Faisal Town Phase 2 is closest to M2 Motorway and Airport.
Contact for booking and more information.
.
.",643,1242,690000,209,Residential,Plot,5,Marla,General,East Open,Plots,Apartment,None,None,N,1,,,5-marla-plot-for-sale-faisal-town-fateh-jang-road-islamabad-209-2749,209,a,U,2025-05-09 07:29:10,Y,Total Price,1746,N,N,1,overseas Enclave ,25,114,New,Normal,N,Y,Y
2750,2025-05-06 08:06:09,Sale,Faisal Town 5 Marla Commercial Plot for sale ,"Faisal Town 
5 Marla Commercial plot for sale 

",643,1241,3395000,209,Commercial,Plot,5,Marla,General,East Open,Plots,Plots,None,None,N,1,,,5-marla-plot-for-sale-faisal-town-fateh-jang-road-islamabad-209-2750,209,a,U,2025-05-09 07:29:37,Y,Total Price,1746,N,W,1,ft 2 ,30,114,New,Normal,N,Y,Y
2751,2025-05-10 14:39:35,Sale,500sq yard Plot for Sale Guslshan e Hadeed,"500sq yard Plot for Sale Guslshan e Hadeed
Gulshan hadeed phase 3 C area
",534,1016,9000000,1652,Residential,Plot,500,Sqy,General,East Open,Plots,Plots,None,None,N,1,,,500-sqy-plot-for-sale-gulshan-e-hadeed-bin-qasim-town-karachi-1652-2751,1652,a,U,2025-05-12 09:06:42,Y,Total Price,1750,N,W,5,Gulshan hadeed phase 3 C area,60,32,New,Normal,N,Y,Y
2752,2025-05-18 02:08:12,Sale,120 yard plot in Memon Heaven Society Scheme 33,"Position with electricity, sweet water, cctv and security
Memon heaven society 
Scheme 33
Karachi.",571,1091,6500000,1655,Residential,Plot,120,Sqy,General,East Open,Plots,Plots,None,None,N,1,,,120-sqy-plot-for-sale-memon-heaven-scheme-33-karachi-1655-2752,1655,a,U,2025-05-21 20:38:30,Y,Total Price,1746,N,W,1,"Memon heaven society 
Scheme 33
Karachi.",24,13,New,Normal,N,Y,Y
2753,2025-05-26 06:19:18,Sale,Faisal Town 10 Marla plot for sale Residential plot,"Faisal Town Phase 2.
Looking to invest in a prime location? Your search ends here!
 Overseas Enclave 
 O Block 
 Commercial Plots on the main boulevard. 

 Located adjacent to M-2 Motorway
Just 0.5km from Thalian Interchange
 0.2km from Ring Road Rawalpindi
 Semi-developed with street planning already in place
Plot sizes from 5 Marla to 1 Kanal
 Ideal for residential living or future investment
 Modern infrastructure with parks, wide roads, underground wiring
 Near New Islamabad International Airport and CPEC routes
 Limited plots available — secure yours now before it's too late!
 Contact us today to book your plot or get more details.
.
.
Alam Enterprises 
03 111 155 166
03 222 255 266",1,1,4850000,1055,Residential,Plot,10,Marla,General,West Open,Plots,Apartment,None,None,N,1,,,,1055,"",I,2025-05-26 06:19:18,D,Total Price,53,N,N,1,Faisal Town 10 Marla plot,50,11,New,Normal,N,Y,Y
2754,2025-05-29 10:32:20,Sale,120 Sq Yards Of Plot For Sale Malir Town Residency Phase I extension,"120 Sq yards plot for sale in Malir Town Residency
Phase 1
Transfer file
2350000 paid Out Of 3600000
Plot No. R-1182",227,562,2350000,1657,Residential,Plot,120,Sqy,General,West Open,Plots,Plots,None,None,N,1,,,120-sqy-plot-for-sale-malir-town-residency-malir-town-karachi-1657-2754,1657,1,U,2025-05-30 06:25:13,Y,Booking Price,1746,N,W,1,Malir Town Residency Phase I extension.,24,40,New,Normal,N,Y,Y
2755,2025-05-29 10:36:45,Sale,120 Sq Yards Of Plot For Sale,"120 Sq yards plot for sale in Malir Town Residency
Phase 1 Extension
Transfer file
2350000 paid
Plot No. R-1182
Demand 2350000 lakh own",1,1,2350000,1657,Residential,Plot,120,Sqy,General,West Open,Plots,Plots,None,None,N,1,,,,1657,"",I,2025-05-29 10:36:45,D,Own Price,53,N,N,1,Malir Town Residency Phase 1 Extension Plot for sale,24,11,New,Normal,N,Y,Y
2756,2025-05-30 10:45:24,Sale,Faisal Town Sector O 5 Marla Plot for sale. Faisal Town O Block,"Faisal Town Phase 2.
Looking to invest in a prime location? Your search ends here!

* Overseas Enclave 
* O Block 
Sector O
* Commercial Plots on the main boulevard. 
* 

Located adjacent to M-2 Motorway
 Just 0.5km from Thalian Interchange
 0.2km from Ring Road Rawalpindi
 Semi-developed with street planning already in place
 Plot sizes from 5 Marla to 1 Kanal
 Ideal for residential living or future investment
 Modern infrastructure with parks, wide roads, underground wiring
 Near New Islamabad International Airport and CPEC routes
 Limited plots available — secure yours now before it's too late!
 Contact us today to book your plot or get more details.
.
.
Alam Marketing 
03 111 155 166
03 222 255 266",643,1243,2790000,1055,Residential,Plot,5,Marla,General,West Open,Plots,Commercial,None,None,N,1,,,5-marla-plot-for-sale-faisal-town-fateh-jang-road-islamabad-1055-2756,1055,1,U,2025-06-20 21:16:36,Y,Total Price,1746,N,N,1,Faisal Town O Block,25,114,New,Normal,N,Y,Y
2757,2025-05-30 10:48:24,Sale,Faisal Town phase 2 Commercial Plots for sale. 5 Marla Commercial,"Faisal Town Commercial Plots.
Faisal Town phase 2
30x40 , 40x50, 50x55, 50x60
Mini & Main Boulevard Commercial Plots for sale.
.
5,8,10 Marla & 1 Kanal residential plots also available.
very reasonable price including development charges.
Golden Chance for invest in Commercial Property.
.
Alam Enterprises (Pvt) Ltd
+923 111 155 166
+923 222 255 266
.
Our Location
Islamabad: Blue Area
Karachi: Liaquatabad",643,1241,3390000,1055,Commercial,Plot,5,Marla,General,East Open,Plots,Plots,None,None,N,1,,,5-marla-plot-for-sale-faisal-town-fateh-jang-road-islamabad-1055-2757,1055,o,U,2025-06-20 21:09:49,Y,Total Price,1747,N,W,1,Faisal Town Commercial,30,114,New,Normal,N,Y,Y
2758,2025-05-30 11:03:20,Sale,Blue World City 5 Marla Old Booking all dues clear plot for sale ,"Blue World City General Block 
All Dues clear 5 Marla plot for sale 

old booking & Balloted Plot ",424,834,800000,1055,Residential,Plot,5,Marla,General,East Open,Plots,Plots,None,None,N,1,,,5-marla-plot-for-sale-blue-world-city-islamabad-chakri-road-rawalpindi-1055-2758,1055,o,U,2025-06-20 21:09:01,Y,Total Price,1746,N,W,1,Blue World City,25,34,New,Normal,N,Y,Y
2759,2025-05-30 11:33:30,Sale,CBR TOWN 5 Marla Possession Plot All Dues Clear ,"CBR TOWN 
5 Marla plot for sale 

all dues clear plot , possession plot 

only in 25 lac 

Alam Marketing ",437,985,2500000,1055,Residential,Plot,5,Marla,General,East Open,Plots,Plots,None,None,N,1,,,5-marla-plot-for-sale-cbr-town-phase-1-islamabad-expressway-islamabad-1055-2759,1055,o,U,2025-06-20 21:07:14,Y,Total Price,1746,N,L,1,CBR TOWN,25,70,New,Normal,N,Y,Y
2760,2025-05-31 12:17:16,Sale,120,Urgent sale ,1,1,1500000,1658,Residential,Plot,120,Sqy,General,West Open,Plots,Plots,None,None,N,1,,,,1658,"",I,2025-05-31 12:17:16,N,Total Price,53,N,N,1,Nearly suzi water park,25,11,New,Normal,N,Y,Y
2761,2025-06-10 09:12:13,Sale,120 SQ YD TAISER TOWN SECTOR 79 ,"TAISER TOWN SECTOR 79 SUB SECTOR 3 (URGENT SALE OWNER IS ON GOING ABROAD) FIRST OWNER 
FULLY PAID AND ALLOTMENT LETTER ISSUED NEAR LAKHANI BLESSING PROJECT",98,452,4000000,1460,Residential,Plot,120,Sqy,Corner,West Open,Plots,Plots,None,None,N,1,,,120-sqy-plot-for-sale-taiser-town-phase-i-scheme-45-karachi-1460-2761,1460,a,U,2025-08-08 21:35:29,Y,Total Price,1752,N,N,37,FULLY PAID AND ALLOTMENT LETTER ISSUED NEAR LAKHANI BLESSING PROJECT,100,15,New,Normal,"",Y,Y
2762,2025-06-17 11:28:51,Sale,120 SQ YD TAISER TOWN SECTOR 79 ,"FOR URGENT SALE 
TAISER TOWN SECTOR 70 SUB SECTOR 3
FULLY PAID FIRST OWNER AND ALLOTMENT LETTER ISSUED",1,1,5000000,1460,Residential,Plot,120,Sqf,General,East Open,Plots,Plots,None,None,N,1,,,,1460,"",I,2025-06-17 11:28:51,D,Total Price,53,N,N,1,NEAR LAKHANI BLESSING PROJECT,100,11,New,Normal,N,Y,Y
2763,2025-06-17 11:30:47,Sale,120 SQ YD TAISER TOWN SECTOR 79 ,"FOR URGENT SALE 
TAISER TOWN SECTOR 79 SUB SECTOR 3
FULLY PAID FIRST OWNER AND ALLOTMENT LETTER ISSUED",1,1,5000000,1460,Residential,Plot,120,Sqf,General,East Open,Plots,Plots,None,None,N,1,,,,1460,"",I,2025-06-17 11:30:47,D,Total Price,53,N,N,1,NEAR LAKHANI BLESSING PROJECT,100,11,New,Normal,N,Y,Y
2764,2025-06-17 11:41:01,Sale,120 SQ YD TAISER TOWN SECTOR 79 ,"URGENT SALE 
SECTOR 79 SUB SECTOR 3 FULLY PAID FIRST OWNER & ALLOTMENT LETTER ISSUED
",1,1,5000000,1460,Residential,Plot,120,Sqy,Corner,West Open,Plots,Plots,None,None,N,1,,,,1460,"",I,2025-06-17 11:41:01,D,Total Price,53,N,N,1,NEAR LAKHANRI BLESSING PROJECT,100,11,New,Normal,N,Y,Y
2765,2025-06-20 05:58:55,Sale,SALE 120 SQ YD TAISER TOWN PLOT SECTOR 79 SUB SECTOR 3,"URGENT SALE 
TAISER TOWN SECTOR 79 SUB SECTOR 3
FULLY PAID & ALLOTMENT LETTER ISSUED",1,1,5000000,1460,Residential,Plot,1080,Sqy,Corner,East Open,Plots,Plots,None,None,N,0,,,1080-sqy-plot-for-sale-1460-2765,1460,"",U,2025-06-20 06:17:25,D,Total Price,1746,N,N,1,NEAR LAKHANI BLESSING PROJECT,100,11,New,Normal,"",Y,Y
2766,2025-06-20 07:48:05,Sale,120 SQ YD TAISER TOWN SECTOR 52,"TAISER TOWN SECTOR 52 
NEW BALLOTING",199,1316,900000,1460,Residential,Plot,120,Sqf,General,West Open,Plots,Plots,None,None,N,1,,,120-sqf-plot-for-sale-taiser-town-phase-ii-scheme-45-karachi-1460-2766,1460,a,U,2025-08-08 21:34:41,Y,Total Price,1746,N,N,1,TAISER TOWN SECTOR 52,100,15,New,Normal,N,N,Y
2767,2025-06-20 07:56:16,Sale,120 SQ YD TAISER TOWN SECTOR 79 ,TAISER TOWN SECTOR VVIP BLOCK 79 SUB SECTOR,98,452,4500000,1460,Residential,Plot,120,Sqy,Corner,East Open,Plots,Plots,None,None,N,1,,,120-sqy-plot-for-sale-taiser-town-phase-i-scheme-45-karachi-1460-2767,1460,a,U,2025-08-08 20:26:03,Y,Total Price,1752,N,L,37,NEAR LAKHANI BLESSING PROJECT,100,15,New,Normal,"",Y,Y
